id,text,label_text
917,"Part of the problem with ""anti-fascist"" today is that it is only as meaningful as ""fascist"", and ""fascist"" long ago grew beyond its fairly clear meaning of an Italian national socialist party headed by Benito Mussolini to mean ""politics I dislike."" Which is pretty much meaningless.",not toxic
918,tell me the name of the song,music_query
919,i need a six am wake up call,alarm_set
920,read me the latest headlines from nytimescom,news
921,olly what is the weather today,weather_query
922,"""allowing individual condo owners the opportunity to tap into the line to install sprinklers at their own expense.""

Individual owners installing, potentially incompatible equipment, doesn't sound like the simplest answer.  The Association should qualify/install the entire system and levy a special assessment that can be paid monthly to ease the burden.",not toxic
923,Ignorance and stupidity prevails with parents of the players   I find this common on girls sports teams as well particularly basketball and soccer.,toxic
924,"Ski area reservations are tracked and it's clear where each visitor is coming from, either by their home address, or by their address from their credit cards. It seems he's just emphasizing the effect that having a racist president is having on our economy.",toxic
925,what will the weather be like on date,weather_query
926,hello what are you up to,general_greet
927,"Unfortunately this initiative seems to have been rolled out without any consideration of a promising aternative, the job guarantee, championed by Mario Seccareccia of the University of Ottawa and many other Canadian economists. It's a pity.",not toxic
928,turn on my michael jackson playlist,play
929,I made a cash withdraw and it shows up as pending why is that?,pending_cash_withdrawal
930,please switch off on the wemo plug socket,iot
931,does this song belongs to the classic,music
932,"Why, when paying with the card, was I charged an extra fee?",card_payment_fee_charged
933,where is my order,takeaway
934,temperature in augusta ga,weather
935,Time to cut loses with Latimer.,not toxic
936,"Babcock's kind of right.  There are only 2 teams.  Them and us.  Amazing how they just can't see how disgusted the people are with pro-oil, anti-Alaskan partisan politics.",not toxic
937,Has my top up gone through?,pending_top_up
938,Why?  Are their old ones wearing out from overuse?  :-),not toxic
939,play selected music,play
940,play bus driver,play
941,Reminds me of the Hank Hill episode where he states his dislike for all vegetarians because he once caught one siphoning gas from his truck.,not toxic
942,should i take an umbrella today,weather_query
943,"Ah yes, ""waiver"" - the new euphemism to make allowance for a one-time violation of the law so that Republicans can get exactly what they want. First it was ""alt-right"" to describe neo-nazi white supremicists. Now this. What next?",not toxic
944,Could you tell me what your exchange rates are?,exchange_rate
945,save this channel on pandora please,music
946,"Canadian health care system outperforms Germany’s in seven measures examined:
mortality amenable to health care, two of three measures of cancer survival,
one of three measures of in-hospital mortality, and all three measures
of primary care performance.

We do study these things.  Its not as clear as you suggest.",not toxic
947,put the playlist on shuffle,music
948,decrease volume to very soft,audio
949,What is your shipping policies for cards?,card_delivery_estimate
950,"As usual, the ""wink wink's"" and ""haha's"" punctuated by an LOL from wavemaker makes me want to grab a juice box and play LEGOS with her in the sandbox. I suppose that's going high in her book...",not toxic
951,"I was trying to use contactless earlier, but it didn't work.",contactless_not_working
952,I expect that Melania will take over negotiations with the Europeans shortly. What  role can Tiffany play?,not toxic
953,olly what is the weather today,weather
954,Any place that takes Mastercard would be fine.,card_acceptance
955,Insurance scam?  Lawsuit against the fair scam?  Can't believe vials of snake oil are worth $100K.  Fishy.,not toxic
956,siri what's happened in the news today,news_query
957,"I agree with a few of your statements. However, one could say that some individuals marry others only to find that their spouse has grown at odds with the original character whom they chose to partner with, so I don't understand the correlation to the original article. We're talking about her morals correct? Not her relationship status, right?

Speaking directly to the statement regarding my tidy little predisposition: Yes, the article fits within a narrative of morals over political leanings, and yes perhaps my statement was indeed naïve. However, I find it respectful for an individual to paint the picture as such and call a spade a spade. Media outlets pick up the rest and make it clickable. His statement, while factually consistent with some research regarding socioeconomic status, fails to correlate many other factors contributing to the issue. Success is not measured in dollars, and her choice to leave, while murky in intension, is indeed commendable based on the issue presented.",not toxic
958,What should I expect to be charged on a SEPA transfer?,top_up_by_bank_transfer_charge
